Grundstueck in qm;Grundstuecksform;Steigung;Bezirk;Zone;Lage;Typ;Zustand;Gebaut;Renoviert;Zustand Fassade;Kellerflaeche in qm;Heizung;Heizungsqualitaet;Klimaanlage;Erster Stock in qm;Zweiter Stock in qm;Wohnflaeche in qm;Schlafzimmer;Kuechen;Kuechenqualitaet;Raeume;Garage Typ;Garagenkapazitaet;Pool;Verkaufsmonat;Verkaufsjahr;Preis
691;Reg;Nein;Grand Park;RL;Norm;1Fam;6;2084;2084;3;101;GasW;Ty;Y;101;0;101;3;1;3;5;Freistehend;1;NA;9;2139;125000
728;IR1;Nein;North East;RL;Norm;REH;5;2135;2135;3;147;GasA;Ex;Y;147;0;147;2;1;5;6;Anbau;2;NA;5;2137;280000
896;IR1;Nein;Miller;RL;Norm;1Fam;5;2129;2130;3;87;GasA;Ex;Y;89;63;153;3;1;3;7;Anbau;2;NA;5;2137;185000
1062;Reg;Nein;Old Gotham;RM;Norm;2FamAn;6;2040;2126;3;77;GasA;Gut;Y;77;61;148;3;2;3;9;NA;0;NA;6;2138;118000
958;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2130;2130;3;92;GasA;Ex;Y;92;81;173;3;1;4;7;Anbau;3;NA;6;2138;235000
805;Reg;Nein;New Gotham;RL;Norm;2Fam;5;2098;2098;3;145;GasA;Ty;Y;145;0;145;4;2;3;8;Freistehend;3;NA;5;2137;126000
928;IR1;Nein;Somerset;RL;Str;1Fam;4;2106;2123;3;119;GasA;Ex;Y;151;0;151;3;1;3;8;Anbau;2;NA;6;2139;150000
865;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2135;2135;3;150;GasA;Ex;Y;150;0;150;3;1;4;7;Anbau;2;NA;3;2136;225000
1268;Reg;Nein;North East;RL;Norm;1Fam;5;2132;2132;3;155;GasA;Ex;Y;157;52;209;3;1;4;7;Anbau;3;NA;6;2140;320000
235;Reg;Nein;Robinson Park;RL;Norm;RMH;6;2107;2107;3;98;GasA;Ud;Y;98;0;98;2;1;3;4;Anbau;2;NA;9;2138;148500
412;Reg;Nein;ChinaTown;RM;Norm;REH;5;2133;2133;3;79;GasA;Ex;Y;79;0;79;1;1;4;4;Anbau;2;NA;4;2136;133000
759;Reg;Nein;Somerset;RL;Str;1Fam;7;2096;2096;4;85;GasA;Ex;Y;85;0;85;3;1;4;6;Freistehend;1;NA;7;2137;129000
992;Reg;Nein;East End;RL;Norm;1Fam;5;2122;2130;3;156;GasA;Ex;Y;198;69;267;4;1;4;9;Anbau;2;NA;4;2137;285000
844;Reg;Nein;East End;RL;Norm;1Fam;5;2125;2126;3;99;GasA;Ex;Y;102;90;191;3;1;4;7;Anbau;2;NA;11;2139;260000
1447;Reg;Nein;City Hall;RL;Norm;1Fam;7;2045;2106;3;78;GasA;Ex;Y;78;78;156;4;1;3;8;Anbau;1;NA;3;2138;177000
982;IR1;Nein;North East;RL;Norm;1Fam;5;2134;2134;3;107;GasA;Ex;Y;109;108;217;4;1;5;9;Eingebaut;3;NA;7;2138;316000
720;Reg;Nein;Miller;RL;Bahn;1Fam;5;2133;2133;3;61;GasA;Ex;Y;61;61;123;3;1;4;6;Anbau;2;NA;8;2137;162000
697;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2089;2133;3;97;GasA;Ex;Y;97;0;97;3;1;4;6;Anbau;1;NA;7;2137;152000
1033;IR1;Nein;DiamondDistrict;RL;Norm;1Fam;6;2114;2114;3;114;GasA;Ty;Y;114;0;114;3;1;3;6;Anbau;2;NA;6;2138;162500
156;Reg;Nein;Novick District;RM;Norm;RMH;5;2103;2103;3;45;GasA;Ty;Y;45;47;92;2;1;3;5;Freistehend;1;NA;2;2138;103400
1041;Reg;Nein;Somerset;RL;Norm;1Fam;5;2095;2095;3;97;GasA;Ex;Y;97;0;97;3;1;3;5;Freistehend;1;NA;2;2138;129500
968;Reg;Nein;Grand Park;RL;Norm;1Fam;5;2139;2139;3;113;GasA;Ex;Y;113;0;113;3;1;4;6;Anbau;2;NA;3;2140;186000
766;IR1;Nein;Miller;RL;Norm;1Fam;5;2134;2134;3;78;GasA;Ex;Y;78;82;160;3;1;4;7;Anbau;2;NA;5;2137;183500
1150;IR1;Nein;North East;RL;Norm;1Fam;5;2133;2134;3;176;GasA;Ex;Y;181;0;181;3;1;5;8;Anbau;3;NA;11;2136;360000
663;IR1;Ja;City Hall;RH;Norm;2Fam;6;2076;2080;3;91;GasA;Ty;N;91;91;182;4;2;3;8;Anbau;2;NA;8;2137;145000
1891;Reg;Ja;Clear Creek;RL;Norm;1Fam;6;2097;2097;3;173;GasA;Ty;Y;170;0;170;2;1;3;6;Anbau;2;NA;6;2136;278000
1228;IR1;Ja;Tricorner;RL;Norm;1Fam;5;2138;2139;3;186;GasA;Ex;Y;187;0;187;3;1;5;10;Anbau;3;NA;5;2140;378500
1248;IR1;Ja;Tricorner;RL;Norm;1Fam;5;2138;2138;3;203;GasA;Ex;Y;189;0;189;3;1;5;9;Anbau;3;NA;7;2139;410000
879;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2088;2088;4;100;GasA;Gut;Y;100;0;100;3;1;3;5;Anbau;1;NA;6;2138;136000
1353;IR2;Nein;Somerset West;RL;Norm;1Fam;5;2124;2125;3;77;GasA;Ex;Y;77;77;154;3;1;4;6;Anbau;2;NA;11;2138;189000
596;IR1;Nein;Grand Park;RL;Norm;1Fam;7;2082;2082;3;91;GasA;Ud;Y;107;0;107;2;1;3;6;Freistehend;1;NA;9;2136;123500
505;Reg;Nein;Water District;RM;Norm;1Fam;8;2052;2137;4;74;GasA;Gut;Y;74;33;107;3;1;4;7;Freistehend;1;NA;5;2140;125500
557;Reg;Nein;Old Gotham;RM;Str;1Fam;6;2055;2110;4;102;GasA;Gut;Y;102;0;102;2;1;4;5;Freistehend;2;NA;7;2136;110500
765;IR1;Ja;Old Gotham;RM;Str;1Fam;7;2085;2125;4;77;GasA;Ty;Y;77;0;77;2;1;3;4;Freistehend;2;NA;6;2138;125000
1373;IR1;Ja;City Hall;RL;Pos;1Fam;7;2084;2136;3;120;GasA;Ex;Y;152;0;152;3;1;4;7;Freistehend;2;NA;11;2138;224000
1642;Reg;Nein;Old Gotham;RM;Str;1Fam;9;2012;2116;4;85;GasA;Gut;Y;85;77;162;4;1;4;8;Anbau;2;NA;11;2139;168000
972;IR1;Nein;North West;RL;Norm;1Fam;6;2110;2110;3;92;GasA;Ty;Y;102;0;102;2;1;3;5;Anbau;2;NA;6;2136;169000
829;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2083;2136;3;94;GasA;Gut;Y;94;0;94;2;1;4;6;Anbau;1;NA;5;2137;134500
2323;Reg;Ja;Burnley;RL;Norm;2Fam;4;2097;2097;3;152;GasA;Ty;Y;152;0;152;4;2;3;8;Anbau;2;NA;6;2137;143000
1161;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2090;2090;3;102;GasA;Ty;Y;102;0;102;3;1;3;6;Anbau;1;NA;4;2138;141000
987;IR1;Nein;New Gotham;RL;Norm;2Fam;4;2094;2094;3;161;GasA;Ty;Y;161;0;161;6;2;3;10;Freistehend;1;NA;11;2137;119000
1114;IR1;Ja;City Hall;RL;Norm;1Fam;7;2064;2125;3;66;GasA;Ud;Y;79;75;154;3;1;3;6;Freistehend;1;NA;8;2138;188700
1453;IR1;Nein;Grand Park;RL;Norm;1Fam;5;2084;2084;3;0;GasA;Ty;Y;128;0;128;2;1;3;6;Anbau;2;NA;10;2139;122000
1055;IR1;Nein;New Gotham;RL;Norm;1Fam;7;2088;2131;3;122;GasA;Ex;Y;122;0;122;3;1;3;6;Anbau;2;NA;4;2138;186000
891;Reg;Nein;North East;RL;Norm;1Fam;5;2134;2135;3;159;GasA;Ex;Y;159;0;159;3;1;5;7;Anbau;3;NA;1;2139;274900
891;IR1;Nein;Miller;RL;Norm;1Fam;5;2135;2135;3;80;GasA;Ex;Y;108;0;108;2;1;4;5;Anbau;2;NA;7;2138;190000
1268;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2103;2103;4;207;GasA;Ex;Y;207;0;207;3;1;3;8;Anbau;2;NA;2;2137;244000
1087;Reg;Nein;North West;RL;Norm;1Fam;6;2098;2098;3;66;GasA;Gut;Y;66;66;132;3;1;3;7;Anbau;2;NA;5;2136;179900
870;Reg;Nein;Somerset;RL;Norm;1Fam;7;2099;2099;3;62;GasA;Ty;Y;62;64;126;4;1;3;7;Anbau;1;NA;3;2140;158000
1145;IR1;Ja;Somerset West;RL;Norm;1Fam;8;2113;2139;3;139;GasA;Ex;Y;139;59;198;1;1;4;5;Eingebaut;2;NA;9;2139;316600
557;Reg;Nein;Old Gotham;RM;Norm;1Fam;7;2078;2132;4;60;GasA;Ex;Y;63;47;110;2;1;3;6;Freistehend;1;NA;6;2137;120000
916;Reg;Nein;Old Gotham;RM;Norm;1Fam;8;2030;2135;4;67;GasA;Ex;Y;94;94;187;5;1;3;8;Freistehend;2;NA;6;2136;169000
580;Reg;Nein;Dixon Side;RM;Norm;1Fam;7;2059;2080;3;65;GasA;Ex;Y;58;48;106;2;1;3;6;Freistehend;1;NA;8;2138;123000
569;Reg;Nein;Old Gotham;RM;Str;1Fam;5;2053;2080;3;104;GasA;Ty;Y;99;0;99;2;1;3;5;Freistehend;1;NA;3;2140;109500
945;IR1;Nein;Burnley;RL;Norm;1Fam;7;2098;2133;3;80;GasA;Ex;Y;81;0;81;3;1;3;5;Anbau;1;NA;10;2136;126500
811;Reg;Nein;Dixon Side;RL;Bahn;1Fam;7;2045;2133;3;65;GasA;Ex;Y;65;65;130;3;1;3;7;Freistehend;1;NA;7;2137;153575
1013;IR1;Nein;ChinaTown;RL;Norm;1Fam;7;2107;2107;3;64;GasA;Ex;Y;64;65;129;3;1;3;6;Anbau;1;NA;3;2140;161750
156;Reg;Nein;Novick District;RM;Norm;RMH;6;2102;2102;3;45;GasA;Ty;Y;45;47;92;2;1;3;5;Freistehend;1;NA;7;2139;97000
914;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2089;2128;3;116;GasA;Ty;Y;134;0;134;2;1;4;7;Anbau;1;NA;6;2138;185000
1056;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2132;3;99;GasA;Ex;Y;101;83;185;3;1;4;7;Anbau;2;NA;11;2136;255000
773;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2134;2134;3;72;GasA;Ex;Y;72;75;147;3;1;4;6;Anbau;2;NA;9;2138;185900
653;IR1;Nein;New Gotham;RL;Norm;2Fam;5;2109;2109;3;88;GasA;Ty;Y;88;0;88;2;1;3;4;Freistehend;2;NA;12;2136;135960
950;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2138;2138;3;151;GasA;Ex;Y;151;0;151;3;1;5;8;Anbau;3;NA;1;2139;295493
898;Reg;Nein;New Gotham;RL;Str;2Fam;5;2099;2099;3;116;GasA;Ty;Y;116;120;236;6;2;3;12;Anbau;3;NA;8;2139;190000
1035;Reg;Nein;Somerset;RL;Str;2Fam;5;2094;2094;3;178;GasA;Ty;Y;178;0;178;4;2;3;8;Freistehend;2;NA;7;2136;150000
646;IR1;Nein;Burnley;RL;Norm;1Fam;5;2114;2115;3;81;GasA;Ty;Y;86;0;86;3;1;3;5;Anbau;1;NA;10;2138;119500
1028;Reg;Nein;Water District;RM;Norm;1Fam;4;2069;2080;3;0;GasA;Ex;Y;59;0;79;1;1;3;4;Freistehend;1;NA;3;2137;68104
539;Reg;Ja;Old Gotham;RM;Norm;1Fam;7;2087;2087;3;125;GasA;Gut;Y;125;0;125;3;1;4;6;Freistehend;2;NA;6;2140;143000
858;IR1;Nein;East End;RL;Norm;1Fam;5;2130;2130;3;143;GasA;Ex;Y;143;122;265;4;1;5;9;Anbau;3;NA;3;2136;405000
750;IR1;Nein;Miller;RL;Norm;1Fam;6;2123;2124;3;108;GasA;Gut;Y;109;0;109;3;1;3;6;Anbau;2;NA;7;2136;183500
743;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2092;2092;3;95;GasA;Ty;Y;95;0;95;3;1;3;6;Anbau;1;NA;11;2138;125900
1138;Reg;Nein;Tricorner;RL;Norm;1Fam;5;2133;2133;3;138;GasA;Ex;Y;138;72;210;4;1;4;10;Anbau;3;NA;8;2138;305000
580;Reg;Nein;Dixon Side;RM;Norm;1Fam;5;2077;2080;3;0;GasA;Gut;N;62;22;85;2;1;3;3;NA;0;NA;7;2136;80500
1060;IR1;Nein;Dixon Side;RL;Bahn;1Fam;8;2040;2123;4;68;GasA;Ty;N;106;82;188;3;1;4;8;Freistehend;2;NA;10;2139;167500
1280;IR1;Nein;North West;RL;Norm;1Fam;7;2107;2122;4;84;GasA;Ex;Y;122;90;213;4;1;4;8;Anbau;2;NA;11;2139;230000
138;Reg;Nein;Fashion District;RM;Norm;REH;6;2110;2122;4;52;GasA;Ty;Y;52;62;114;2;1;4;5;Anbau;2;NA;10;2139;137000
598;IR1;Nein;North East;RL;Norm;REH;5;2136;2136;3;127;GasA;Ex;Y;127;0;127;2;1;4;6;Anbau;2;NA;10;2137;202500
892;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2089;2089;3;97;GasA;Ex;Y;97;0;97;3;1;3;6;Anbau;1;NA;7;2139;124500
1055;IR1;Nein;North West;RL;Norm;1Fam;7;2102;2117;3;104;GasA;Ty;Y;150;0;150;3;1;4;8;Anbau;2;NA;5;2137;185000
941;Reg;Nein;Burnley;RL;Norm;1Fam;6;2107;2107;3;111;GasA;Ty;Y;119;0;119;3;1;3;6;Freistehend;2;NA;2;2138;171500
569;Reg;Nein;Dixon Side;RM;Norm;1Fam;7;2069;2080;3;82;GasA;Ex;Y;82;0;82;2;1;3;5;Freistehend;1;NA;7;2137;113000
859;IR1;Nein;Miller;RL;Norm;1Fam;6;2122;2122;3;108;GasA;Gut;Y;108;0;108;3;1;4;6;Anbau;2;NA;7;2139;173000
1331;IR1;Ja;DiamondDistrict;RL;Norm;1Fam;4;2104;2104;2;162;GasA;Gut;Y;200;46;246;3;1;4;9;Anbau;2;3;1;2136;260000
793;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2084;2120;3;120;GasA;Gut;Y;120;0;120;3;1;3;5;Anbau;2;NA;10;2139;153000
1547;IR1;Nein;Somerset;RL;Bahn;1Fam;5;2105;2111;3;129;GasA;Ty;Y;158;0;158;3;1;3;6;TG;2;NA;1;2137;171000
669;Reg;Nein;New Gotham;RL;Norm;2Fam;5;2079;2080;3;0;Wand;Ud;N;97;0;97;2;2;3;6;Freistehend;2;NA;6;2139;90000
841;IR1;Nein;Miller;RL;Norm;1Fam;5;2134;2134;3;66;GasA;Ex;Y;66;66;131;3;1;4;6;Anbau;2;NA;10;2136;178000
1434;Reg;Nein;North East;RL;Norm;1Fam;5;2135;2136;3;185;GasA;Ex;Y;190;0;190;2;1;5;7;Anbau;3;NA;8;2137;450000
912;IR1;Nein;Somerset;RL;Norm;1Fam;5;2097;2097;4;82;GasA;Ty;Y;84;0;84;3;1;3;5;Freistehend;1;NA;2;2140;122000
629;IR1;Nein;Somerset;RL;Str;1Fam;8;2091;2126;4;85;GasA;Gut;Y;85;0;85;3;1;4;5;Freistehend;1;NA;5;2138;142000
1096;IR1;Nein;Miller;RL;Norm;1Fam;5;2133;2133;3;94;GasA;Ex;Y;94;118;212;4;1;4;9;Eingebaut;3;NA;8;2139;270000
1119;IR1;Nein;North West;RL;Norm;1Fam;6;2106;2106;3;79;GasA;Ty;Y;104;85;189;4;1;4;8;Anbau;2;NA;6;2137;195000
465;IR1;Nein;North East;RL;Norm;RMH;5;2137;2138;3;122;GasA;Ex;Y;122;0;122;2;1;4;6;Anbau;2;NA;7;2139;230000
814;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2087;2129;3;87;GasA;Ty;Y;87;0;87;2;1;4;4;Anbau;1;NA;9;2137;141000
862;Reg;Nein;Grand Park;RL;Norm;1Fam;6;2081;2081;3;125;GasA;Ex;Y;125;0;125;4;1;3;7;Freistehend;1;NA;4;2137;125000
1187;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2133;3;169;GasA;Ex;Y;170;0;170;3;1;4;7;Anbau;2;NA;6;2139;279500
1260;Reg;Nein;New Gotham;RL;Norm;1Fam;3;2098;2098;3;129;GasA;Gut;Y;129;0;129;2;1;3;5;Anbau;2;NA;7;2139;110000
954;IR1;Nein;Somerset West;RL;Norm;1Fam;7;2116;2116;4;63;GasA;Ty;Y;65;65;130;3;1;3;6;Anbau;2;NA;7;2139;162000
818;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2094;2094;3;116;GasA;Ty;Y;116;0;116;3;1;3;6;Anbau;1;NA;3;2136;160000
1027;Reg;Nein;Burnley;RL;Norm;1Fam;5;2126;2127;3;85;GasA;Ex;Y;85;85;169;3;1;4;8;Anbau;3;NA;9;2138;213000
1247;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2129;2130;3;88;GasA;Ex;Y;88;77;165;3;1;4;7;Anbau;2;NA;9;2136;217000
822;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2126;2126;3;81;GasA;Ex;Y;85;0;85;2;1;3;5;Freistehend;2;NA;7;2136;148000
885;Reg;Nein;ChinaTown;RL;Norm;1Fam;6;2125;2136;3;102;GasA;Ex;Y;102;0;102;3;1;4;6;Anbau;1;NA;6;2138;144000
634;IR1;Nein;The Bowery;RL;Norm;REH;5;2115;2115;3;138;GasA;Ty;Y;140;0;140;1;1;4;4;Anbau;2;NA;6;2140;212000
475;IR1;Ja;The Bowery;RL;Norm;REH;5;2120;2120;3;122;GasA;Gut;Y;123;0;123;1;1;4;4;Anbau;2;NA;8;2137;212000
971;IR1;Nein;Burnley;RL;Norm;1Fam;7;2099;2099;5;73;GasA;Ex;Y;73;79;152;4;1;3;7;Anbau;2;NA;4;2139;173000
557;Reg;Nein;Old Gotham;RM;Norm;1Fam;6;2087;2087;3;86;GasA;Gut;Y;86;0;86;3;1;3;5;Anbau;1;NA;6;2138;112500
557;Reg;Ja;Dixon Side;RM;Norm;1Fam;7;2054;2133;2;88;GasA;Ex;Y;88;0;88;2;1;3;5;Freistehend;2;NA;7;2138;119000
580;Reg;Nein;North East;RL;Norm;REH;5;2136;2137;3;125;GasA;Ex;Y;125;0;125;2;1;4;6;Anbau;2;NA;2;2138;219500
591;Reg;Nein;Dixon Side;RM;Str;1Fam;6;2072;2080;3;78;GasA;Ty;Y;89;46;135;3;1;4;7;Freistehend;1;NA;3;2140;132000
753;Reg;Nein;Old Gotham;RM;Norm;1Fam;5;2028;2095;3;79;GasA;Ty;N;100;99;199;2;3;3;11;Freistehend;2;NA;11;2139;106000
687;Reg;Nein;Water District;RM;Norm;1Fam;7;2060;2125;3;48;GasA;Ty;Y;85;0;85;2;1;3;5;Freistehend;1;NA;5;2138;99500
917;Reg;Nein;Dixon Side;RL;Bahn;2FamAn;5;2100;2100;3;89;GasW;Ty;N;89;0;89;3;1;3;6;Freistehend;2;NA;5;2136;129000
948;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2084;2133;3;101;GasA;Gut;Y;101;0;101;3;1;3;6;Anbau;2;NA;5;2140;144900
1027;Reg;Nein;ChinaTown;RL;Pos;1Fam;5;2130;2130;3;134;GasA;Ex;Y;137;63;200;3;1;5;8;Anbau;3;NA;5;2139;313000
662;Reg;Nein;City Hall;RL;Norm;1Fam;5;2071;2080;4;85;GasA;Gut;Y;85;68;153;4;1;3;7;Freistehend;1;NA;8;2137;164000
1089;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2099;2099;4;172;GasA;Gut;Y;172;0;172;3;1;3;8;Anbau;2;NA;3;2136;192100
1015;Reg;Nein;North West;RL;Norm;1Fam;6;2108;2116;3;133;GasA;Ty;Y;155;0;155;3;1;3;7;Anbau;2;NA;8;2139;200000
1017;IR1;Nein;East End;RL;Norm;1Fam;5;2124;2124;3;114;GasA;Ex;Y;114;84;198;3;1;4;5;Anbau;2;NA;8;2138;271000
899;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2114;2115;3;97;GasA;Ty;Y;102;0;102;3;1;3;6;Anbau;2;NA;5;2140;152000
836;Reg;Nein;Old Gotham;RM;Norm;1Fam;8;2030;2136;3;63;GasA;Ex;Y;63;46;109;2;1;4;6;Freistehend;2;NA;6;2137;135000
1074;IR1;Ja;Tricorner;RL;Norm;1Fam;5;2136;2137;3;141;GasA;Ex;Y;143;0;143;3;1;4;8;Anbau;3;NA;4;2138;294000
951;IR1;Nein;East End;RL;Norm;1Fam;5;2124;2125;3;120;GasA;Ex;Y;121;110;232;4;1;4;9;Anbau;3;NA;6;2136;321000
892;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2091;2120;3;116;GasA;Ty;Y;133;0;133;3;1;3;7;Anbau;2;NA;6;2136;161000
779;IR1;Nein;Miller;RL;Norm;1Fam;5;2129;2129;3;77;GasA;Ex;Y;81;72;153;3;1;3;7;Eingebaut;2;NA;5;2138;185900
1100;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2120;2120;3;137;GasA;Ex;Y;142;74;216;4;1;4;10;Anbau;2;NA;5;2138;262280
897;Reg;Nein;East End;RL;Norm;1Fam;5;2127;2127;3;109;GasA;Ex;Y;110;94;204;3;1;4;9;Anbau;2;NA;9;2138;284500
1214;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2081;2081;3;59;GasA;Ty;Y;103;0;103;2;1;3;5;TG;2;NA;10;2139;126000
808;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2093;2093;4;104;GasA;Gut;Y;105;0;105;3;1;3;6;Anbau;2;NA;12;2138;155000
1126;IR1;Nein;New Gotham;RL;Norm;1Fam;9;2091;2137;3;88;GasA;Gut;Y;93;0;93;3;1;5;6;Anbau;2;NA;7;2138;178400
1232;IR1;Nein;Burnley;RL;Norm;1Fam;5;2132;2132;3;146;GasA;Ex;Y;157;0;157;3;1;4;7;Anbau;3;NA;7;2138;271000
1728;Reg;Nein;Grand Park;RL;Norm;1Fam;4;2068;2120;3;90;GasA;Ty;Y;98;52;150;4;1;2;8;Anbau;1;NA;6;2140;124000
1213;Reg;Ja;Dixon Side;RL;Norm;1Fam;7;2053;2130;3;77;GasA;Gut;Y;98;74;172;4;1;4;8;Freistehend;2;NA;6;2138;207000
1208;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2086;2086;3;82;GasA;Ty;Y;82;0;82;2;1;3;5;Anbau;1;NA;10;2139;124500
1263;Reg;Ja;New Gotham;RL;Norm;1Fam;6;2085;2085;3;98;GasA;Gut;Y;98;0;98;3;1;3;6;Anbau;1;NA;11;2136;125000
465;Reg;Ja;Dixon Side;RM;Norm;1Fam;7;2056;2080;3;92;GasA;Ex;Y;94;0;94;3;1;3;6;Freistehend;1;NA;4;2138;113000
465;Reg;Nein;Old Gotham;RM;Norm;1Fam;4;2030;2080;3;50;GasA;Gut;N;83;51;134;3;1;3;6;Anbau;1;NA;4;2136;79000
528;Reg;Nein;Old Gotham;RM;Norm;1Fam;8;2060;2135;3;76;GasA;Ex;Y;76;0;76;2;1;4;5;Freistehend;1;NA;6;2136;110000
220;Reg;Nein;Robinson Park;RL;Norm;REH;5;2108;2108;3;75;GasA;Ty;Y;75;69;144;3;1;3;7;Freistehend;2;NA;7;2139;147000
883;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2088;2113;3;95;GasA;Ty;Y;125;0;125;2;1;3;6;Freistehend;1;NA;6;2137;144000
1206;Reg;Ja;City Hall;RL;Norm;1Fam;6;2107;2107;3;133;GasA;Ex;Y;153;0;153;3;1;4;7;Anbau;2;NA;3;2136;217500
724;IR1;Ja;Dixon Side;RL;Norm;1Fam;7;2052;2135;3;103;GasA;Ty;N;108;84;192;3;1;4;8;Freistehend;1;NA;5;2140;209500
549;Reg;Nein;North East;RL;Norm;REH;5;2135;2135;3;145;GasA;Ex;Y;145;0;145;2;1;5;6;Anbau;2;NA;3;2136;282500
434;IR1;Ja;The Bowery;RL;Norm;REH;5;2118;2119;3;114;GasA;Gut;Y;114;0;114;2;1;4;5;Anbau;2;NA;10;2138;189000
1931;IR2;Nein;North West;RL;Pos;1Fam;7;2098;2133;3;146;GasA;Ty;Y;200;0;200;3;1;3;9;Anbau;2;NA;6;2136;262500
1066;Reg;Nein;North West;RL;Bahn;1Fam;6;2105;2105;3;66;GasA;Ty;Y;75;69;144;3;1;3;6;Anbau;2;NA;2;2136;179900
1108;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2137;2137;3;167;GasA;Ex;Y;167;0;167;2;1;5;7;Anbau;2;NA;5;2139;239000
825;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2124;2132;3;88;GasA;Ex;Y;114;82;196;3;1;4;8;Anbau;2;NA;5;2140;205000
502;Reg;Nein;Old Gotham;RM;Norm;1Fam;6;2050;2136;3;86;GasA;Ty;Y;95;0;95;2;1;4;5;NA;0;NA;2;2138;120000
669;Reg;Ja;ChinaTown;RL;Norm;1Fam;7;2102;2102;3;72;GasA;Ex;Y;72;0;72;2;1;3;4;Freistehend;1;NA;1;2138;124900
650;Reg;Nein;Grand Park;RL;Norm;2FamAn;7;2040;2121;3;104;GasA;Ty;Y;76;49;125;3;1;3;5;NA;0;NA;1;2138;107500
736;IR1;Nein;Grand Park;RL;Norm;1Fam;7;2106;2106;4;106;GasA;Ty;Y;103;0;103;3;1;3;6;Anbau;1;NA;5;2137;148000
1013;IR1;Nein;New Gotham;RL;Norm;2Fam;5;2094;2094;3;0;GasA;Ty;N;114;0;114;2;2;3;8;CarPort;3;NA;4;2137;103000
765;Reg;Nein;Somerset;RL;Norm;2Fam;4;2107;2107;3;181;GasA;Ty;Y;181;0;181;6;2;3;10;Anbau;2;NA;5;2136;157000
1141;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2090;2090;3;123;GasA;Gut;Y;123;0;123;3;1;3;5;Anbau;2;NA;8;2139;176000
1045;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2132;3;151;GasA;Ex;Y;155;0;155;3;1;4;7;Anbau;3;NA;7;2137;285000
669;Reg;Nein;New Gotham;RL;Norm;1Fam;3;2080;2080;3;80;GasA;Ud;Y;115;0;115;3;1;3;6;Anbau;1;NA;11;2137;102000
1219;Reg;Nein;Somerset;RL;Norm;1Fam;4;2087;2130;3;105;GasA;Ex;Y;168;0;168;3;1;3;8;Anbau;2;NA;1;2136;155000
639;Reg;Nein;Water District;RM;Norm;1Fam;7;2044;2136;3;64;GasA;Ty;Y;72;54;126;3;1;4;7;NA;0;NA;3;2137;127000
595;Reg;Nein;Water District;RM;Norm;1Fam;5;2050;2080;3;55;GasA;Ty;N;55;55;111;3;1;3;6;Freistehend;1;NA;7;2139;78000
1224;IR1;Nein;North East;RL;Norm;1Fam;5;2136;2137;3;153;GasA;Ex;Y;153;0;153;2;1;5;6;Anbau;2;NA;11;2139;325000
1555;Reg;Nein;North East;RL;Norm;1Fam;5;2134;2135;3;184;GasA;Ex;Y;184;0;184;3;1;5;8;Anbau;3;NA;9;2136;315000
470;IR1;Nein;The Bowery;RL;Norm;REH;5;2114;2114;3;111;GasA;Gut;Y;111;84;194;3;1;4;6;Anbau;2;NA;9;2137;207500
1152;IR1;Nein;New Gotham;RL;Str;1Fam;7;2088;2128;3;113;GasA;Ty;Y;113;0;113;3;1;3;6;Anbau;1;NA;6;2139;155000
709;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2090;2090;3;109;GasA;Ex;Y;109;0;109;3;1;3;6;Freistehend;2;NA;6;2140;148000
2569;IR2;Ja;New Gotham;RL;Pos;1Fam;7;2090;2137;3;54;GasA;Ex;Y;192;0;192;4;1;4;9;Anbau;2;NA;11;2138;242000
